,Unnamed: 0,BathroomCount,BedroomCount,ConstructionYear,Country,District,Fireplace,FloodingZone,Furnished,Garden,GardenArea,Kitchen,LivingArea,Locality,MonthlyCharges,NumberOfFacades,PEB,PostalCode,Price,PropertyId,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfProperty,TypeOfSale
4942,8413,,0,,Belgium,Namur,,,,,,,19.0,Namur,,4.0,,5000,29500,20023670,Namur,Wallonie,,,,apartment_block,111.0,,,,1,residential_sale
4957,8428,7.0,7,,Belgium,Charleroi,,,,1.0,210.0,INSTALLED,380.0,Charleroi,0.0,1.0,C,6010,1499,20023641,Hainaut,Wallonie,6.0,,TO_BE_DONE_UP,house,680.0,0.0,,,1,residential_monthly_rent
5055,8633,3.0,4,,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,216.0,Pepingen,0.0,4.0,C,1670,1900,20023625,Flemish Brabant,Flanders,,0.0,JUST_RENOVATED,house,2400.0,,,4.0,1,residential_monthly_rent
5079,8658,0.0,0,2007.0,Belgium,Antwerp,,NON_FLOOD_ZONE,,,,,,DEURNE,,2.0,,2100,25000,20023576,Antwerp,Flanders,,0.0,AS_NEW,mixed_use_building,0.0,,,0.0,1,residential_sale
5100,8686,1.0,2,,Belgium,Ath,,,,,,INSTALLED,250.0,Ligne,0.0,4.0,F,7812,850,20023548,Hainaut,Wallonie,,,,house,1900.0,,1.0,,1,residential_monthly_rent
5106,8692,2.0,4,,Belgium,Mons,,NON_FLOOD_ZONE,,1.0,170.0,INSTALLED,198.0,Lens,0.0,2.0,B,7870,1400,20023538,Hainaut,Wallonie,,2.0,JUST_RENOVATED,house,290.0,0.0,1.0,2.0,1,residential_monthly_rent
5177,8878,1.0,3,1932.0,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,130.0,Schaerbeek,0.0,2.0,E,1030,1750,20023504,Brussels,Brussels,,,AS_NEW,house,40.0,0.0,,2.0,1,residential_monthly_rent
5210,8913,1.0,3,2024.0,Belgium,Gent,,,,,,,185.0,Deinze Astene,0.0,3.0,A,9800,1250,20023459,East Flanders,Flanders,,,GOOD,house,275.0,0.0,1.0,,1,residential_monthly_rent
5269,9029,2.0,4,,Belgium,Nivelles,,,,,,INSTALLED,273.0,Chaumont-Gistoux Bonlez,0.0,4.0,C,1325,1750,10734782,Walloon Brabant,Wallonie,,2.0,AS_NEW,villa,0.0,0.0,1.0,2.0,1,residential_monthly_rent
5275,9054,1.0,3,2019.0,Belgium,Nivelles,,,,,,USA_INSTALLED,152.0,Perwez,0.0,3.0,B,1360,1300,8491351,Walloon Brabant,Wallonie,,1.0,AS_NEW,house,800.0,,1.0,2.0,1,residential_monthly_rent
5297,9126,2.0,3,,Belgium,Kortrijk,,,,,,,,Kortrijk,0.0,2.0,B,8500,900,20023427,West Flanders,Flanders,2.0,2.0,GOOD,house,70.0,0.0,,2.0,1,residential_monthly_rent
5304,9133,1.0,3,,Belgium,Dinant,,NON_FLOOD_ZONE,,,,INSTALLED,110.0,Evrehailles,0.0,4.0,F,5530,1100,20023398,Namur,Wallonie,,0.0,,house,1375.0,,1.0,1.0,1,residential_monthly_rent
5391,9332,,3,2024.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,80.0,INSTALLED,120.0,Rixensart,0.0,,A+,1330,1900,20023369,Walloon Brabant,Wallonie,,2.0,AS_NEW,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
5413,9355,,3,2024.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,80.0,INSTALLED,120.0,Rixensart,0.0,,A+,1332,1900,20023337,Walloon Brabant,Wallonie,,2.0,AS_NEW,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
5421,9364,1.0,4,,Belgium,Brussels,,,,1.0,65.0,USA_HYPER_EQUIPPED,175.0,Watermael-Boitsfort,0.0,3.0,E,1170,2400,20023326,Brussels,Brussels,,0.0,GOOD,house,150.0,,,2.0,1,residential_monthly_rent
5425,9368,2.0,5,,Belgium,Halle-Vilvoorde,,,,,,,227.0,Nossegem,0.0,4.0,,1933,2500,20023325,Flemish Brabant,Flanders,,2.0,JUST_RENOVATED,house,0.0,,1.0,2.0,1,residential_monthly_rent
5549,9619,1.0,3,,Belgium,Mechelen,,,,,,,,Nijlen,0.0,4.0,,2560,1995,20023216,Antwerp,Flanders,,1.0,,house,0.0,0.0,,2.0,1,residential_monthly_rent
5634,9823,2.0,4,,Belgium,Mons,,,,,,INSTALLED,,dour,0.0,3.0,C,7370,1200,20023198,Hainaut,Wallonie,,,,house,0.0,,1.0,,1,residential_monthly_rent
5646,9839,3.0,5,2021.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,53.0,HYPER_EQUIPPED,262.0,Uccle,240.0,2.0,B,1180,3450,20023183,Brussels,Brussels,,1.0,AS_NEW,house,1673.0,0.0,1.0,3.0,1,residential_monthly_rent
5692,9885,1.0,3,2023.0,Belgium,Bastogne,,,,1.0,1.0,,,Vaux-sur-Sûre,0.0,3.0,A,6640,950,20023130,Luxembourg,Wallonie,,,AS_NEW,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
5714,9932,2.0,5,,Belgium,Leuven,,,,,,,265.0,EVERBERG,0.0,,B,3078,2000,10729500,Flemish Brabant,Flanders,,0.0,,house,0.0,,,3.0,1,residential_monthly_rent
5741,9998,1.0,2,,Belgium,Soignies,,,,,,INSTALLED,120.0,Ecaussinnes-Lalaing,,4.0,G,7191,725,8451481,Hainaut,Wallonie,,0.0,GOOD,villa,579.0,,,1.0,1,annuity_without_lump_sum
5759,10061,2.0,4,,Belgium,Brussels,,,,,,HYPER_EQUIPPED,263.0,WOLUWE-SAINT-PIERRE,0.0,2.0,F,1150,2950,20023105,Brussels,Brussels,,0.0,JUST_RENOVATED,house,239.0,,1.0,3.0,1,residential_monthly_rent
5767,10069,1.0,4,1910.0,Belgium,Nivelles,,,,,,INSTALLED,210.0,GRAND-ROSIÈRE-HOTTOMONT,0.0,2.0,C,1367,1700,20023095,Walloon Brabant,Wallonie,,1.0,JUST_RENOVATED,house,346.0,,1.0,3.0,1,residential_monthly_rent
5772,10074,1.0,3,,Belgium,Soignies,,NON_FLOOD_ZONE,,1.0,250.0,SEMI_EQUIPPED,,Silly,50.0,2.0,F,7830,850,20023085,Hainaut,Wallonie,,1.0,GOOD,house,335.0,,,2.0,1,residential_monthly_rent
5795,10100,4.0,5,2010.0,Belgium,Brugge,1.0,,,,,HYPER_EQUIPPED,300.0,Het Zoute,0.0,4.0,B,8300,6200,10885899,West Flanders,Flanders,,2.0,GOOD,villa,1281.0,0.0,1.0,4.0,1,residential_monthly_rent
5837,10158,1.0,3,,Belgium,Roeselare,,NON_FLOOD_ZONE,,,,INSTALLED,,Ledegem,0.0,,C,8880,1050,10885348,West Flanders,Flanders,11.0,1.0,GOOD,villa,0.0,,,2.0,1,residential_monthly_rent
5889,10298,3.0,6,,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,230.0,Ixelles,1.0,2.0,D,1050,3700,20023038,Brussels,Brussels,,2.0,JUST_RENOVATED,house,0.0,0.0,1.0,4.0,1,residential_monthly_rent
6002,10526,1.0,3,,Belgium,Nivelles,,,,,,HYPER_EQUIPPED,145.0,Lasne,0.0,4.0,C,1380,1800,20022984,Walloon Brabant,Wallonie,,1.0,,house,0.0,,1.0,2.0,1,residential_monthly_rent
6017,10541,2.0,4,1996.0,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,271.0,OVERIJSE,0.0,4.0,B,3090,2500,20022964,Flemish Brabant,Flanders,,,AS_NEW,villa,1000.0,,1.0,3.0,1,residential_monthly_rent
6054,10580,1.0,2,,Belgium,Maaseik,,,,,,,90.0,Bree,0.0,2.0,A,3960,775,20022918,Limburg,Flanders,,,GOOD,house,0.0,,1.0,,1,residential_monthly_rent
6116,10774,1.0,2,,Belgium,Halle-Vilvoorde,,,,,,SEMI_EQUIPPED,,Liedekerke,0.0,2.0,,1770,885,20022896,Flemish Brabant,Flanders,,,GOOD,house,0.0,,1.0,,1,residential_monthly_rent
6118,10776,1.0,3,2024.0,Belgium,Halle-Vilvoorde,,,,,,HYPER_EQUIPPED,142.0,Grimbergen,0.0,2.0,A,1852,1700,20022894,Flemish Brabant,Flanders,,,GOOD,house,420.0,,1.0,2.0,1,residential_monthly_rent
6130,10788,2.0,3,2020.0,Belgium,Gent,,NON_FLOOD_ZONE,,,,,156.0,Bachte-Maria-Leerne,0.0,2.0,A+,9800,1300,20022880,East Flanders,Flanders,1.0,0.0,GOOD,house,262.0,,1.0,2.0,1,residential_monthly_rent
6134,10792,5.0,6,1920.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,150.0,HYPER_EQUIPPED,391.0,Woluwe-Saint-Lambert,0.0,2.0,E,1200,4750,20022876,Brussels,Brussels,,2.0,JUST_RENOVATED,house,115.0,0.0,1.0,3.0,1,residential_monthly_rent
6135,10793,3.0,6,2024.0,Belgium,Nivelles,,,,1.0,429.0,INSTALLED,327.0,La Hulpe,0.0,4.0,A,1310,3200,20022877,Walloon Brabant,Wallonie,,3.0,GOOD,villa,1200.0,0.0,1.0,5.0,1,residential_monthly_rent
6139,10797,5.0,6,1920.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,150.0,HYPER_EQUIPPED,391.0,Schaerbeek,0.0,2.0,E,1030,4750,20022872,Brussels,Brussels,,2.0,JUST_RENOVATED,house,115.0,0.0,1.0,3.0,1,residential_monthly_rent
6158,10816,2.0,4,2023.0,Belgium,Aalst,,,,,,HYPER_EQUIPPED,279.0,Lede,0.0,3.0,,9340,1600,20022846,East Flanders,Flanders,,2.0,GOOD,house,0.0,,1.0,2.0,1,residential_monthly_rent
6204,10995,1.0,3,,Belgium,Verviers,,,,1.0,131.0,,150.0,Lambermont,0.0,2.0,C,4800,925,20022808,Liège,Wallonie,,1.0,GOOD,house,194.0,,1.0,1.0,1,residential_monthly_rent
6354,11466,1.0,4,2012.0,Belgium,Halle-Vilvoorde,,,,,,INSTALLED,220.0,Kampenhout,0.0,3.0,A,1910,1750,20022688,Flemish Brabant,Flanders,,1.0,AS_NEW,house,374.0,0.0,1.0,2.0,1,residential_monthly_rent
6483,11747,2.0,3,,Belgium,Eeklo,,,,,,,180.0,Eeklo,0.0,2.0,D,9900,775,20022590,East Flanders,Flanders,1.0,0.0,AS_NEW,house,128.0,,,2.0,1,residential_monthly_rent
6580,11966,3.0,3,2023.0,Belgium,Brugge,,NON_FLOOD_ZONE,,1.0,130.0,HYPER_EQUIPPED,165.0,Knokke-Heist,0.0,3.0,A,8300,3500,20022533,West Flanders,Flanders,,3.0,GOOD,house,258.0,0.0,1.0,3.0,1,residential_monthly_rent
6607,11993,0.0,3,2018.0,Belgium,Hasselt,,NON_FLOOD_ZONE,,,,,198.0,Hasselt,72.0,2.0,A,3500,1470,20022501,Limburg,Flanders,1.0,0.0,AS_NEW,house,0.0,,1.0,0.0,1,residential_monthly_rent
6608,11994,1.0,4,2022.0,Belgium,Hasselt,,NON_FLOOD_ZONE,,,,,213.0,Lummen,0.0,4.0,A,3560,1390,20022500,Limburg,Flanders,1.0,0.0,GOOD,house,0.0,,1.0,2.0,1,residential_monthly_rent
6612,11998,3.0,5,,Belgium,Leuven,,NON_FLOOD_ZONE,,1.0,1300.0,INSTALLED,410.0,Tervuren,0.0,4.0,B,3080,4000,20022497,Flemish Brabant,Flanders,,,AS_NEW,villa,1500.0,0.0,1.0,5.0,1,residential_monthly_rent
6614,12000,4.0,6,1900.0,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,400.0,Woluwe-Saint-Pierre,1.0,3.0,G,1150,4500,20022492,Brussels,Brussels,,3.0,GOOD,house,300.0,0.0,1.0,3.0,1,residential_monthly_rent
6618,12004,1.0,4,2020.0,Belgium,Brugge,,,,1.0,660.0,,240.0,Oostkamp,0.0,4.0,A,8020,1450,20022487,West Flanders,Flanders,1.0,0.0,AS_NEW,house,850.0,,1.0,2.0,1,residential_monthly_rent
6645,12036,1.0,1,,Belgium,Tournai,,NON_FLOOD_ZONE,,,,,102.0,Pecq Esquelmes,0.0,3.0,G,7743,875,10880458,Hainaut,Wallonie,,1.0,GOOD,house,0.0,0.0,1.0,1.0,1,residential_monthly_rent
6706,12145,1.0,4,1943.0,Belgium,Nivelles,,,,,,SEMI_EQUIPPED,135.0,RAMILLIES,,3.0,F,1367,550,8264604,Walloon Brabant,Wallonie,,0.0,TO_RENOVATE,house,1840.0,,1.0,2.0,1,annuity_without_lump_sum
6815,12424,1.0,2,,Belgium,Dinant,,,,,,,120.0,Onhaye,0.0,4.0,G,5524,875,20022413,Namur,Wallonie,3.0,,GOOD,villa,0.0,,1.0,1.0,1,residential_monthly_rent
6832,12441,,5,,Belgium,Nivelles,,,,,,,,Chaumont-Gistoux,0.0,,,1325,2500,20022395,Walloon Brabant,Wallonie,,,,house,0.0,0.0,,,1,residential_monthly_rent
6863,12490,2.0,3,,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,2300.0,HYPER_EQUIPPED,280.0,Uccle,300.0,3.0,G,1180,3950,10878381,Brussels,Brussels,3.0,,GOOD,house,2500.0,0.0,1.0,,1,residential_monthly_rent
6978,12695,1.0,3,,Belgium,Diksmuide,,,,,,,184.0,Diksmuide,0.0,,C,8600,725,20022295,West Flanders,Flanders,4.0,,GOOD,house,83.0,,1.0,2.0,1,residential_monthly_rent
6985,12702,1.0,4,1997.0,Belgium,Halle-Vilvoorde,1.0,,,1.0,200.0,HYPER_EQUIPPED,350.0,Kraainem,0.0,3.0,B,1950,2950,20022290,Flemish Brabant,Flanders,,1.0,GOOD,house,560.0,,1.0,2.0,1,residential_monthly_rent
7099,12928,1.0,1,,Belgium,Charleroi,,,,,,,42.0,Chapelle-lez-Herlaimont,,4.0,G,7160,39500,20022241,Hainaut,Wallonie,,1.0,TO_RENOVATE,house,40.0,,,1.0,1,residential_sale
7105,12934,2.0,3,,Belgium,Dinant,,,,,,INSTALLED,158.0,GERIN,150.0,3.0,C,5524,760,20022236,Namur,Wallonie,,,AS_NEW,house,0.0,0.0,1.0,,1,residential_monthly_rent
7114,12943,2.0,4,2022.0,Belgium,Nivelles,,,,,,,170.0,Perwez,0.0,3.0,A+,1360,1590,20022228,Walloon Brabant,Wallonie,,,AS_NEW,house,300.0,,1.0,3.0,1,residential_monthly_rent
7116,12945,3.0,6,2024.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,450.0,HYPER_EQUIPPED,327.0,La Hulpe,1.0,4.0,A,1310,3200,20022226,Walloon Brabant,Wallonie,,3.0,GOOD,house,2319.0,0.0,1.0,4.0,1,residential_monthly_rent
7119,12948,2.0,4,1998.0,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,1.0,50.0,HYPER_EQUIPPED,240.0,Kraainem,0.0,3.0,B,1950,2650,20022220,Flemish Brabant,Flanders,,2.0,AS_NEW,house,292.0,0.0,1.0,2.0,1,residential_monthly_rent
7177,13119,1.0,3,1950.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,60.0,HYPER_EQUIPPED,164.0,Woluwe-Saint-Pierre,0.0,3.0,D,1150,2200,20022210,Brussels,Brussels,,1.0,AS_NEW,town_house,195.0,0.0,1.0,2.0,1,residential_monthly_rent
7181,13123,,3,,Belgium,Philippeville,,,,,,,,Petigny,,,E,5660,40000,20022197,Namur,Wallonie,,,,house,0.0,,,,1,residential_sale
7197,13140,1.0,4,2005.0,Belgium,Halle-Vilvoorde,,,,,,USA_HYPER_EQUIPPED,200.0,Sterrebeek,0.0,3.0,B,1933,3000,20022176,Flemish Brabant,Flanders,,2.0,,villa,0.0,,,2.0,1,residential_monthly_rent
7199,13142,2.0,4,2014.0,Belgium,Leuven,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,200.0,Vossem,0.0,4.0,,3080,3000,20022175,Flemish Brabant,Flanders,,0.0,,villa,1200.0,,,0.0,1,residential_monthly_rent
7328,13408,1.0,2,,Belgium,Liège,,,,1.0,140.0,SEMI_EQUIPPED,110.0,PONTISSE,0.0,3.0,G,4040,700,20022102,Liège,Wallonie,,0.0,TO_BE_DONE_UP,house,242.0,,1.0,1.0,1,residential_monthly_rent
7331,13411,2.0,3,1960.0,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,200.0,Ixelles,0.0,2.0,F,1050,2500,20022096,Brussels,Brussels,,1.0,AS_NEW,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
7341,13422,1.0,3,,Belgium,Turnhout,,,,,,,158.0,MEERHOUT,0.0,3.0,C,2450,875,20022085,Antwerp,Flanders,,0.0,GOOD,house,0.0,,,1.0,1,residential_monthly_rent
7356,13437,1.0,3,2015.0,Belgium,Mechelen,,,,,,HYPER_EQUIPPED,150.0,Heist-op-den-Berg,250.0,3.0,A,2220,1250,20022067,Antwerp,Flanders,,,AS_NEW,house,0.0,,1.0,1.0,1,residential_monthly_rent
7446,13631,1.0,2,1957.0,Belgium,Nivelles,,,,,,INSTALLED,98.0,Jodoigne,0.0,3.0,C,1370,990,20022052,Walloon Brabant,Wallonie,,,GOOD,house,120.0,0.0,1.0,2.0,1,residential_monthly_rent
7450,13635,1.0,2,2018.0,Belgium,Gent,,NON_FLOOD_ZONE,,1.0,500.0,HYPER_EQUIPPED,149.0,Evergem,0.0,3.0,A,9940,1075,20022043,East Flanders,Flanders,,,AS_NEW,house,600.0,0.0,1.0,2.0,1,residential_monthly_rent
7454,13639,2.0,6,2007.0,Belgium,Roeselare,,,,1.0,483.0,,378.0,Dadizele,0.0,4.0,B,8890,1250,20022040,West Flanders,Flanders,1.0,0.0,AS_NEW,house,1058.0,,,4.0,1,residential_monthly_rent
7464,13649,,1,,Belgium,Leuven,,,,,,SEMI_EQUIPPED,,Leuven,0.0,2.0,,3000,1215,20022024,Flemish Brabant,Flanders,2.0,1.0,AS_NEW,house,24.0,0.0,1.0,1.0,1,residential_monthly_rent
7484,13669,1.0,3,,Belgium,Brussels,,,,1.0,35.0,HYPER_EQUIPPED,190.0,Jette,0.0,2.0,,1090,1900,20022005,Brussels,Brussels,8.0,,,house,0.0,0.0,,,1,residential_monthly_rent
7599,13898,2.0,3,2002.0,Belgium,Mechelen,,NON_FLOOD_ZONE,,,,,192.0,Heist-op-den-Berg,0.0,4.0,C,2222,1450,20021964,Antwerp,Flanders,,,GOOD,house,761.0,,1.0,,1,residential_monthly_rent
7600,13899,1.0,2,1997.0,Belgium,Halle-Vilvoorde,,,,,,INSTALLED,204.0,HOFSTADE,0.0,4.0,C,1981,1250,20021957,Flemish Brabant,Flanders,,0.0,GOOD,house,980.0,,,2.0,1,residential_monthly_rent
7797,14219,2.0,3,,Belgium,Brugge,,,,,,INSTALLED,94.0,Knokke-Heist,0.0,2.0,C,8300,1750,10704475,West Flanders,Flanders,,2.0,GOOD,house,36.0,0.0,,2.0,1,residential_monthly_rent
7889,14488,1.0,3,2017.0,Belgium,Waremme,,,,,,INSTALLED,,Lens-St-Servais,0.0,3.0,B,4250,1000,8076345,Liège,Wallonie,,0.0,GOOD,house,200.0,,,2.0,1,residential_monthly_rent
7922,14528,1.0,3,,Belgium,Brugge,,NON_FLOOD_ZONE,,,,SEMI_EQUIPPED,134.0,Assebroek,0.0,,C,8310,945,20021761,West Flanders,Flanders,17.0,,GOOD,house,258.0,,,2.0,1,residential_monthly_rent
7942,14548,3.0,5,2002.0,Belgium,Leuven,1.0,,,,,INSTALLED,220.0,Tervuren,0.0,4.0,,3080,2600,20021738,Flemish Brabant,Flanders,,1.0,,villa,600.0,,1.0,,1,residential_monthly_rent
7943,14549,3.0,4,,Belgium,Halle-Vilvoorde,,,,,,,,Sint Stevens Woluwe,0.0,2.0,A,1932,3800,20021736,Flemish Brabant,Flanders,,,,house,0.0,,,,1,residential_monthly_rent
7944,14550,1.0,3,1971.0,Belgium,Nivelles,,,,,,INSTALLED,120.0,Nivelles,0.0,2.0,E,1400,950,20021735,Walloon Brabant,Wallonie,,,GOOD,house,50.0,0.0,1.0,1.0,1,residential_monthly_rent
7969,14692,2.0,3,1981.0,Belgium,Brugge,,,,,,,,Knokke-Heist,0.0,,C,8300,5950,20021720,West Flanders,Flanders,13.0,,,villa,0.0,,,2.0,1,residential_monthly_rent
7999,14727,1.0,3,,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,1.0,790.0,HYPER_EQUIPPED,275.0,Dworp,0.0,3.0,B,1653,2400,20021677,Flemish Brabant,Flanders,2.0,,JUST_RENOVATED,house,900.0,0.0,1.0,2.0,1,residential_monthly_rent
8000,14728,1.0,2,2022.0,Belgium,Oudenaarde,,,,1.0,25.0,,95.0,Ronse,0.0,2.0,B,9600,700,20021678,East Flanders,Flanders,2.0,1.0,AS_NEW,house,60.0,0.0,,1.0,1,residential_monthly_rent
8015,14743,1.0,2,,Belgium,Liège,,NON_FLOOD_ZONE,,,,INSTALLED,91.0,Blégny Barchon,0.0,3.0,G,4671,830,20021660,Liège,Wallonie,,1.0,AS_NEW,house,136.0,0.0,1.0,1.0,1,residential_monthly_rent
8026,14879,1.0,3,,Belgium,Mechelen,,,,1.0,1.0,INSTALLED,,Bonheiden,0.0,4.0,,2820,1200,20021649,Antwerp,Flanders,6.0,1.0,,house,0.0,0.0,,,1,residential_monthly_rent
8067,15033,1.0,2,,Belgium,Charleroi,,,,1.0,115.0,INSTALLED,,Pont-à-Celles,,2.0,F,6230,575,8028606,Hainaut,Wallonie,,0.0,GOOD,house,330.0,,,1.0,1,annuity_without_lump_sum
8125,15236,0.0,4,2018.0,Belgium,Oostend,,,,,,,180.0,Snaaskerke,0.0,,A,8470,1150,20021498,West Flanders,Flanders,4.0,,GOOD,house,300.0,,,0.0,1,residential_monthly_rent
8138,15249,1.0,4,,Belgium,Kortrijk,,,,,,,169.0,Anzegem,0.0,2.0,F,8570,695,20021467,West Flanders,Flanders,12.0,,GOOD,house,0.0,,,0.0,1,residential_monthly_rent
8143,15254,2.0,3,,Belgium,Dendermonde,,,,,,,,Waasmunster,0.0,,C,9250,2100,20021470,East Flanders,Flanders,17.0,,,villa,0.0,,,2.0,1,residential_monthly_rent
8175,15381,1.0,3,,Belgium,Soignies,,,,,,INSTALLED,100.0,Strépy-Bracquegnies,,2.0,G,7110,400,7982177,Hainaut,Wallonie,,0.0,TO_BE_DONE_UP,house,120.0,,,1.0,1,annuity_without_lump_sum
8186,15397,1.0,2,2024.0,Belgium,Hasselt,,,,,,,91.0,Gingelom,0.0,,,3890,1085,20021425,Limburg,Flanders,8.0,,GOOD,house,332.0,,,1.0,1,residential_monthly_rent
8202,15413,1.0,3,,Belgium,Brugge,,NON_FLOOD_ZONE,,,,INSTALLED,139.0,Sint-Andries,0.0,,B,8200,1195,20021403,West Flanders,Flanders,,,GOOD,house,0.0,,,2.0,1,residential_monthly_rent
8203,15414,1.0,3,,Belgium,Mons,,,,,,,,Mons,0.0,4.0,C,7034,1530,20021406,Hainaut,Wallonie,,,AS_NEW,villa,0.0,0.0,,1.0,1,residential_monthly_rent
8210,15423,1.0,3,2024.0,Belgium,Dinant,,,,,,HYPER_EQUIPPED,,Gedinne,0.0,3.0,A,5575,985,20021394,Namur,Wallonie,,,GOOD,house,600.0,,1.0,2.0,1,residential_monthly_rent
8218,15431,1.0,4,2024.0,Belgium,Gent,,,,1.0,400.0,INSTALLED,,Drongen,0.0,3.0,A+,9031,1700,20021384,East Flanders,Flanders,,1.0,AS_NEW,house,550.0,0.0,1.0,2.0,1,residential_monthly_rent
8220,15433,3.0,6,1960.0,Belgium,Brussels,1.0,NON_FLOOD_ZONE,,1.0,500.0,USA_HYPER_EQUIPPED,518.0,Woluwe-Saint-Pierre,0.0,3.0,D,1150,3950,20021382,Brussels,Brussels,,,AS_NEW,house,720.0,0.0,,4.0,1,residential_monthly_rent
8230,15443,1.0,2,,Belgium,Brugge,,,,,,INSTALLED,,Jabbeke,0.0,,D,8490,1050,20021368,West Flanders,Flanders,,,GOOD,house,0.0,0.0,,1.0,1,residential_monthly_rent
8314,15589,1.0,3,2024.0,Belgium,Kortrijk,,NON_FLOOD_ZONE,,,,INSTALLED,233.0,Gijzelbrechtegem,0.0,,A,8570,1050,20021343,West Flanders,Flanders,13.0,,AS_NEW,house,450.0,,,0.0,1,residential_monthly_rent
8320,15595,1.0,3,,Belgium,Gent,,NON_FLOOD_ZONE,,,,,129.0,Ledeberg,0.0,,B,9050,1275,20021334,East Flanders,Flanders,9.0,,GOOD,house,0.0,,,1.0,1,residential_monthly_rent
8389,15757,0.0,0,,Belgium,Brussels,,,,,,,,Saint-Gilles,0.0,,,1060,125,20021295,Brussels,Brussels,,,,mixed_use_building,0.0,,,0.0,1,residential_monthly_rent
8398,15766,0.0,3,1958.0,Belgium,Sint-Niklaas,,,,,,,230.0,Beveren-Waas,0.0,,A,9120,1795,20021284,East Flanders,Flanders,12.0,,GOOD,house,230.0,,1.0,1.0,1,residential_monthly_rent
8404,15772,,2,,Belgium,Charleroi,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,100.0,Les Bons Villers,0.0,4.0,D,6210,950,20021275,Hainaut,Wallonie,5.0,1.0,JUST_RENOVATED,house,0.0,0.0,,2.0,1,residential_monthly_rent
8416,15784,1.0,2,,Belgium,Kortrijk,,NON_FLOOD_ZONE,,1.0,20.0,,92.0,Kortrijk,0.0,3.0,E,8500,600,20021263,West Flanders,Flanders,1.0,0.0,GOOD,house,115.0,,,1.0,1,residential_monthly_rent
8548,16080,1.0,3,2011.0,Belgium,Brussels,,,,,,INSTALLED,300.0,UCCLE,0.0,3.0,B,1180,3250,20021173,Brussels,Brussels,,2.0,,house,679.0,,1.0,3.0,1,residential_monthly_rent
8557,16089,2.0,3,2019.0,Belgium,Halle-Vilvoorde,,,,1.0,1000.0,HYPER_EQUIPPED,160.0,Rhode-Saint-Genèse,300.0,4.0,B,1640,3200,20021161,Flemish Brabant,Flanders,,2.0,AS_NEW,house,1600.0,0.0,1.0,2.0,1,residential_monthly_rent
8574,16106,1.0,2,2002.0,Belgium,Tielt,,,,1.0,70.0,,144.0,Kanegem,0.0,2.0,B,8700,820,20021132,West Flanders,Flanders,1.0,0.0,AS_NEW,house,155.0,,,2.0,1,residential_monthly_rent
8582,16114,1.0,3,,Belgium,Gent,,,,,,,170.0,De Pinte,0.0,4.0,B,9840,1450,20021119,East Flanders,Flanders,1.0,0.0,,villa,0.0,,,2.0,1,residential_monthly_rent
8591,16123,,2,,Belgium,Virton,,,,,,,,Dampicourt,0.0,2.0,C,6767,600,20021110,Luxembourg,Wallonie,,1.0,GOOD,house,0.0,0.0,,,1,residential_monthly_rent
8621,16196,1.0,2,,Belgium,Soignies,,,,,,SEMI_EQUIPPED,,Thieu,,3.0,G,7070,500,7937730,Hainaut,Wallonie,,0.0,TO_BE_DONE_UP,house,440.0,,,2.0,1,annuity_without_lump_sum
8669,16286,1.0,4,2020.0,Belgium,Oudenaarde,,NON_FLOOD_ZONE,,,,INSTALLED,290.0,KLUISBERGEN,0.0,4.0,A,9690,1950,20021048,East Flanders,Flanders,,0.0,GOOD,villa,643.0,,1.0,3.0,1,residential_monthly_rent
8681,16309,2.0,4,,Belgium,Antwerp,1.0,,,,,,317.0,Kapellen,0.0,,E,2950,2750,10695695,Antwerp,Flanders,5.0,,GOOD,house,5600.0,,1.0,1.0,1,residential_monthly_rent
